Drug1,Drug2,Severity,Interaction,Mechanism,Pharmacokinetics,Pharmacodynamics,Effect_Change,Why_Explanation,Cytochrome,Dose_Consideration,Therapeutic_Index,Onset,Route_Impact,Patient_Factors,Clinical_Advice,Evidence_Type
Phenytoin,Clopidogrel,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Heparin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Atorvastatin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Simvastatin,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Tramadol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Codeine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Morphine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Diazepam,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Alprazolam,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Carbamazepine,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Lisinopril,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Losartan,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Furosemide,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Spironolactone,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Levothyroxine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Amoxicillin,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Amoxicillin-Clavulanate,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Doxycycline,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
Phenytoin,Prednisolone,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Hydrochlorothiazide,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Delayed,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Theoretical
Phenytoin,Amlodipine,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Propranolol,Moderate,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Literature
Phenytoin,Metoprolol,Minor,Potential pharmacological interaction,CYP enzyme modulation or receptor interaction,Metabolism or absorption affected,Additive or antagonistic effects,Altered drug efficacy or toxicity,Shared metabolic pathway;Enzyme inhibition or induction;Altered drug levels,CYP3A4 / CYP2D6 involvement,Higher doses increase interaction severity,Normal,Immediate,Oral route most affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor depending on severity,Clinical study
